"","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","year","est","lwr","upr","log_est","se","type"
"1","1","NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","08_3","2010","429407.914525603","251471.735306722","733248.040112039","12.970162595849","0.273003342066263","index"
"2","2","NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","08_3","2017","689251.286187203","1.40582466827892e-05","33792786983338028","13.4433611949521","12.5592422978072","index"
"3","3","NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","08_3","2019","275651.592857293","5.65825779067738e-06","13428833300941968","12.5268930025511","12.5559896613576","index"
"4","4","NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","08_3","2021","216813.771879741","4.42447345739075e-06","10624588921015304","12.2867940699606","12.5589824830387","index"
"5","5","NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","08_3","2022","472333.289502401","9.6750662827179e-06","23059142940515988","13.0654401372081","12.5570667621878","index"
"6","6","NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","08_3","2023","400399.866058735","8.17675285634836e-06","19606811598247224","12.9002189919045","12.5586156855668","index"
"7",NA,"NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","1_1","2010","447100.448804241","283706.556449159","704597.080246807","13.0105385660333","0.232066935203957","index"
"8",NA,"NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","1_1","2017","822057.739213935","29228.3790338851","23120643.3246976","13.6195659139242","1.70241419701541","index"
"9",NA,"NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","1_1","2019","406263.838115137","14134.3181521972","11677274.0207765","12.9147580750986","1.71349936574593","index"
"10",NA,"NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","1_1","2021","289068.527668442","10114.5938922871","8261390.87523034","12.5744190589461","1.71058472790976","index"
"11",NA,"NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","1_1","2022","476076.39806796","16760.7393574695","13522597.778263","13.0733336204776","1.70744929978514","index"
"12",NA,"NBS","blue king crab","69323",NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma","TRUE","iid, iid","blue_king_crab","1_1","2023","484721.619015421","16915.6891404175","13889770.9688659","13.0913300237177","1.71193615210318","index"
